Uploaded_variation,Location,SYMBOL,Gene,GO
rs11203202,21:42405248-42405248,UBASH3A,ENSG00000160185,"GO:0001817:regulation_of_cytokine_production,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005794:Golgi_apparatus,GO:0005829:cytosol,GO:0050860:negative_regulation_of_T_cell_receptor_signaling_pathway,GO:0070062:extracellular_exosome"
rs9981624,21:42405613-42405613,UBASH3A,ENSG00000160185,"GO:0001817:regulation_of_cytokine_production,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005794:Golgi_apparatus,GO:0005829:cytosol,GO:0050860:negative_regulation_of_T_cell_receptor_signaling_pathway,GO:0070062:extracellular_exosome"
rs11203203,21:42416077-42416077,UBASH3A,ENSG00000160185,"GO:0001817:regulation_of_cytokine_production,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005794:Golgi_apparatus,GO:0005829:cytosol,GO:0050860:negative_regulation_of_T_cell_receptor_signaling_pathway,GO:0070062:extracellular_exosome"
rs9976767,21:42416281-42416281,UBASH3A,ENSG00000160185,"GO:0001817:regulation_of_cytokine_production,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005794:Golgi_apparatus,GO:0005829:cytosol,GO:0050860:negative_regulation_of_T_cell_receptor_signaling_pathway,GO:0070062:extracellular_exosome"
rs3788013,21:42421219-42421219,UBASH3A,ENSG00000160185,"GO:0001817:regulation_of_cytokine_production,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005794:Golgi_apparatus,GO:0005829:cytosol,GO:0050860:negative_regulation_of_T_cell_receptor_signaling_pathway,GO:0070062:extracellular_exosome"
rs1893592,21:42434957-42434957,UBASH3A,ENSG00000160185,"GO:0001817:regulation_of_cytokine_production,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005794:Golgi_apparatus,GO:0005829:cytosol,GO:0050860:negative_regulation_of_T_cell_receptor_signaling_pathway,GO:0070062:extracellular_exosome"
rs6518350,21:44201934-44201934,-,ENSG00000232124,-
rs56178904,21:44204668-44204668,-,ENSG00000232124,-
rs74203920,21:44294411-44294411,AIRE,ENSG00000160224,"GO:0000977:RNA_polymerase_II_transcription_regulatory_region_sequence-specific_DNA_binding,GO:0001673:male_germ_cell_nucleus,GO:0001674:female_germ_cell_nucleus,GO:0002458:peripheral_T_cell_tolerance_induction,GO:0002509:central_tolerance_induction_to_self_antigen,GO:0003677:DNA_binding,GO:0003682:chromatin_binding,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005737:cytoplasm,GO:0006355:regulation_of_DNA-templated_transcription,GO:0006366:transcription_by_RNA_polymerase_II,GO:0006417:regulation_of_translation,GO:0006955:immune_response,GO:0006959:humoral_immune_response,GO:0008270:zinc_ion_binding,GO:0016604:nuclear_body,GO:0032722:positive_regulation_of_chemokine_production,GO:0042393:histone_binding,GO:0042802:identical_protein_binding,GO:0045060:negative_thymic_T_cell_selection,GO:0045182:translation_regulator_activity,GO:0045893:positive_regulation_of_DNA-templated_transcription,GO:0045944:positive_regulation_of_transcription_by_RNA_polymerase_II,GO:0046872:metal_ion_binding,GO:0097536:thymus_epithelium_morphogenesis,GO:2000410:regulation_of_thymocyte_migration"
rs1568959252,21:44998346-44998428,LINC00163,ENSG00000234880,-
rs428595,22:21662102-21662102,PPIL2,ENSG00000100023,"GO:0000209:protein_polyubiquitination,GO:0000413:protein_peptidyl-prolyl_isomerization,GO:0003755:peptidyl-prolyl_cis-trans_isomerase_activity,GO:0004842:ubiquitin-protein_transferase_activity,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005796:Golgi_lumen,GO:0005886:plasma_membrane,GO:0006457:protein_folding,GO:0016567:protein_ubiquitination,GO:0016740:transferase_activity,GO:0016853:isomerase_activity,GO:0034450:ubiquitin-ubiquitin_ligase_activity,GO:0061630:ubiquitin_protein_ligase_activity,GO:0071013:catalytic_step_2_spliceosome,GO:0072659:protein_localization_to_plasma_membrane"
rs373009901,22:25592812-25592814,GRK3,ENSG00000100077,"GO:0000166:nucleotide_binding,GO:0001664:G_protein-coupled_receptor_binding,GO:0002029:desensitization_of_G_protein-coupled_receptor_signaling_pathway,GO:0004672:protein_kinase_activity,GO:0004674:protein_serine/threonine_kinase_activity,GO:0004703:G_protein-coupled_receptor_kinase_activity,GO:0005515:protein_binding,GO:0005524:ATP_binding,GO:0005829:cytosol,GO:0005886:plasma_membrane,GO:0006468:protein_phosphorylation,GO:0007165:signal_transduction,GO:0007186:G_protein-coupled_receptor_signaling_pathway,GO:0009966:regulation_of_signal_transduction,GO:0016301:kinase_activity,GO:0016310:phosphorylation,GO:0016740:transferase_activity,GO:0031623:receptor_internalization,GO:0042995:cell_projection,GO:0045202:synapse,GO:0047696:beta-adrenergic_receptor_kinase_activity,GO:0050896:response_to_stimulus,GO:0098793:presynapse,GO:0098794:postsynapse"
rs4820830,22:30135102-30135102,HORMAD2,ENSG00000176635,"GO:0000795:synaptonemal_complex,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005694:chromosome,GO:0005813:centrosome,GO:0005829:cytosol,GO:0051177:meiotic_sister_chromatid_cohesion,GO:0051321:meiotic_cell_cycle"
rs4336042,22:30156522-30156522,HORMAD2,ENSG00000176635,"GO:0000795:synaptonemal_complex,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005694:chromosome,GO:0005813:centrosome,GO:0005829:cytosol,GO:0051177:meiotic_sister_chromatid_cohesion,GO:0051321:meiotic_cell_cycle"
rs5753037,22:30185733-30185733,-,ENSG00000225676,-
rs743777,22:37155567-37155567,IL2RB,ENSG00000100385,"GO:0004896:cytokine_receptor_activity,GO:0005515:protein_binding,GO:0005886:plasma_membrane,GO:0016020:membrane"
rs229533,22:37191071-37191071,C1QTNF6,ENSG00000133466,"GO:0005515:protein_binding,GO:0005576:extracellular_region,GO:0005581:collagen_trimer,GO:0005615:extracellular_space,GO:0016020:membrane,GO:0032991:protein-containing_complex,GO:0042802:identical_protein_binding"
rs229541,22:37195278-37195278,C1QTNF6,ENSG00000133466,-
rs73018809,3:13329174-13329174,NUP210,ENSG00000132182,"GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005635:nuclear_envelope,GO:0005643:nuclear_pore,GO:0005783:endoplasmic_reticulum,GO:0005789:endoplasmic_reticulum_membrane,GO:0006913:nucleocytoplasmic_transport,GO:0015031:protein_transport,GO:0016020:membrane,GO:0031965:nuclear_membrane,GO:0051028:mRNA_transport"
rs553806124,3:27921000-27921000,LINC01980,ENSG00000225548,-
rs950146,3:36638607-36638607,NBPF21P,ENSG00000231382,-
rs113010081,3:46415921-46415921,LINC02009,ENSG00000283646,-
rs11130569,3:57041866-57041866,ARHGEF3,ENSG00000163947,"GO:0005085:guanyl-nucleotide_exchange_factor_activity,GO:0005515:protein_binding,GO:0005737:cytoplasm,GO:0005829:cytosol,GO:0007266:Rho_protein_signal_transduction,GO:0035025:positive_regulation_of_Rho_protein_signal_transduction,GO:0035556:intracellular_signal_transduction,GO:0051056:regulation_of_small_GTPase_mediated_signal_transduction"
rs62251992,3:57259774-57259774,APPL1,ENSG00000157500,"GO:0001726:ruffle,GO:0001786:phosphatidylserine_binding,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005737:cytoplasm,GO:0005768:endosome,GO:0005769:early_endosome,GO:0005829:cytosol,GO:0005886:plasma_membrane,GO:0006606:protein_import_into_nucleus,GO:0007049:cell_cycle,GO:0007165:signal_transduction,GO:0007179:transforming_growth_factor_beta_receptor_signaling_pathway,GO:0008286:insulin_receptor_signaling_pathway,GO:0010008:endosome_membrane,GO:0010762:regulation_of_fibroblast_migration,GO:0012506:vesicle_membrane,GO:0016020:membrane,GO:0023052:signaling,GO:0031410:cytoplasmic_vesicle,GO:0031901:early_endosome_membrane,GO:0032009:early_phagosome,GO:0033211:adiponectin-activated_signaling_pathway,GO:0034143:regulation_of_toll-like_receptor_4_signaling_pathway,GO:0035091:phosphatidylinositol_binding,GO:0035729:cellular_response_to_hepatocyte_growth_factor_stimulus,GO:0042802:identical_protein_binding,GO:0042803:protein_homodimerization_activity,GO:0042995:cell_projection,GO:0043422:protein_kinase_B_binding,GO:0044354:macropinosome,GO:0044877:protein-containing_complex_binding,GO:0045088:regulation_of_innate_immune_response,GO:0045335:phagocytic_vesicle,GO:0046324:regulation_of_glucose_import,GO:0046326:positive_regulation_of_glucose_import,GO:0048023:positive_regulation_of_melanin_biosynthetic_process,GO:0048487:beta-tubulin_binding,GO:0070062:extracellular_exosome,GO:0097708:intracellular_vesicle,GO:0098793:presynapse,GO:0098794:postsynapse,GO:0098978:glutamatergic_synapse,GO:0099558:maintenance_of_synapse_structure,GO:1900017:positive_regulation_of_cytokine_production_involved_in_inflammatory_response,GO:1903076:regulation_of_protein_localization_to_plasma_membrane,GO:1905303:positive_regulation_of_macropinocytosis,GO:1905450:negative_regulation_of_Fc-gamma_receptor_signaling_pathway_involved_in_phagocytosis,GO:2000045:regulation_of_G1/S_transition_of_mitotic_cell_cycle"
rs1480207964,3:57269654-57269657,APPL1,ENSG00000157500,"GO:0001726:ruffle,GO:0001786:phosphatidylserine_binding,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005737:cytoplasm,GO:0005768:endosome,GO:0005769:early_endosome,GO:0005829:cytosol,GO:0005886:plasma_membrane,GO:0006606:protein_import_into_nucleus,GO:0007049:cell_cycle,GO:0007165:signal_transduction,GO:0007179:transforming_growth_factor_beta_receptor_signaling_pathway,GO:0008286:insulin_receptor_signaling_pathway,GO:0010008:endosome_membrane,GO:0010762:regulation_of_fibroblast_migration,GO:0012506:vesicle_membrane,GO:0016020:membrane,GO:0023052:signaling,GO:0031410:cytoplasmic_vesicle,GO:0031901:early_endosome_membrane,GO:0032009:early_phagosome,GO:0033211:adiponectin-activated_signaling_pathway,GO:0034143:regulation_of_toll-like_receptor_4_signaling_pathway,GO:0035091:phosphatidylinositol_binding,GO:0035729:cellular_response_to_hepatocyte_growth_factor_stimulus,GO:0042802:identical_protein_binding,GO:0042803:protein_homodimerization_activity,GO:0042995:cell_projection,GO:0043422:protein_kinase_B_binding,GO:0044354:macropinosome,GO:0044877:protein-containing_complex_binding,GO:0045088:regulation_of_innate_immune_response,GO:0045335:phagocytic_vesicle,GO:0046324:regulation_of_glucose_import,GO:0046326:positive_regulation_of_glucose_import,GO:0048023:positive_regulation_of_melanin_biosynthetic_process,GO:0048487:beta-tubulin_binding,GO:0070062:extracellular_exosome,GO:0097708:intracellular_vesicle,GO:0098793:presynapse,GO:0098794:postsynapse,GO:0098978:glutamatergic_synapse,GO:0099558:maintenance_of_synapse_structure,GO:1900017:positive_regulation_of_cytokine_production_involved_in_inflammatory_response,GO:1903076:regulation_of_protein_localization_to_plasma_membrane,GO:1905303:positive_regulation_of_macropinocytosis,GO:1905450:negative_regulation_of_Fc-gamma_receptor_signaling_pathway_involved_in_phagocytosis,GO:2000045:regulation_of_G1/S_transition_of_mitotic_cell_cycle"
rs60701868,3:57295247-57295247,ASB14,ENSG00000239388,"GO:0005515:protein_binding,GO:0005829:cytosol,GO:0016567:protein_ubiquitination,GO:0035556:intracellular_signal_transduction"
rs36146296,3:57373867-57373867,DNAH12,ENSG00000174844,"GO:0000166:nucleotide_binding,GO:0005524:ATP_binding,GO:0005737:cytoplasm,GO:0005856:cytoskeleton,GO:0005874:microtubule,GO:0005929:cilium,GO:0005930:axoneme,GO:0007018:microtubule-based_movement,GO:0008569:minus-end-directed_microtubule_motor_activity,GO:0030286:dynein_complex,GO:0042995:cell_projection,GO:0045505:dynein_intermediate_chain_binding,GO:0051959:dynein_light_intermediate_chain_binding,GO:0097729:9+2_motile_cilium"
rs11705721,3:58414687-58414687,PXK,ENSG00000168297,"GO:0003779:actin_binding,GO:0004672:protein_kinase_activity,GO:0005524:ATP_binding,GO:0005737:cytoplasm,GO:0005829:cytosol,GO:0005886:plasma_membrane,GO:0006468:protein_phosphorylation,GO:0006954:inflammatory_response,GO:0008022:protein_C-terminus_binding,GO:0016020:membrane,GO:0032780:negative_regulation_of_ATP-dependent_activity,GO:0032991:protein-containing_complex,GO:0034451:centriolar_satellite,GO:0035091:phosphatidylinositol_binding,GO:0043271:negative_regulation_of_ion_transport,GO:0050804:modulation_of_chemical_synaptic_transmission"
rs9870517,3:64722924-64722924,ADAMTS9-AS2,ENSG00000241684,-
rs4688508,3:64734347-64734347,ADAMTS9-AS2,ENSG00000241684,-
rs9850225,3:80816613-80816613,-,-,-
rs28641753,3:104256574-104256574,-,-,-
rs9810233,3:105292046-105292046,-,-,-
rs111821448,3:111874722-111874722,PHLDB2,ENSG00000144824,"GO:0000226:microtubule_cytoskeleton_organization,GO:0005515:protein_binding,GO:0005737:cytoplasm,GO:0005829:cytosol,GO:0005886:plasma_membrane,GO:0005925:focal_adhesion,GO:0010470:regulation_of_gastrulation,GO:0010717:regulation_of_epithelial_to_mesenchymal_transition,GO:0016020:membrane,GO:0016477:cell_migration,GO:0030010:establishment_of_cell_polarity,GO:0031252:cell_leading_edge,GO:0045111:intermediate_filament_cytoskeleton,GO:0045180:basal_cortex,GO:0045184:establishment_of_protein_localization,GO:0045296:cadherin_binding,GO:0051497:negative_regulation_of_stress_fiber_assembly,GO:0051895:negative_regulation_of_focal_adhesion_assembly,GO:0070507:regulation_of_microtubule_cytoskeleton_organization,GO:1903690:negative_regulation_of_wound_healing_-_spreading_of_epidermal_cells,GO:1904261:positive_regulation_of_basement_membrane_assembly_involved_in_embryonic_body_morphogenesis"
rs144520550,3:114257954-114257954,-,-,-
rs113881148,4:973543-973543,DGKQ,ENSG00000145214,"GO:0000166:nucleotide_binding,GO:0004143:diacylglycerol_kinase_activity,GO:0005515:protein_binding,GO:0005524:ATP_binding,GO:0005634:nucleus,GO:0005737:cytoplasm,GO:0005768:endosome,GO:0005829:cytosol,GO:0005856:cytoskeleton,GO:0005886:plasma_membrane,GO:0006111:regulation_of_gluconeogenesis,GO:0006357:regulation_of_transcription_by_RNA_polymerase_II,GO:0006629:lipid_metabolic_process,GO:0006654:phosphatidic_acid_biosynthetic_process,GO:0007165:signal_transduction,GO:0007186:G_protein-coupled_receptor_signaling_pathway,GO:0007205:protein_kinase_C-activating_G_protein-coupled_receptor_signaling_pathway,GO:0008277:regulation_of_G_protein-coupled_receptor_signaling_pathway,GO:0010628:positive_regulation_of_gene_expression,GO:0010629:negative_regulation_of_gene_expression,GO:0010801:negative_regulation_of_peptidyl-threonine_phosphorylation,GO:0012506:vesicle_membrane,GO:0016020:membrane,GO:0016301:kinase_activity,GO:0016310:phosphorylation,GO:0016363:nuclear_matrix,GO:0016607:nuclear_speck,GO:0016740:transferase_activity,GO:0018105:peptidyl-serine_phosphorylation,GO:0019900:kinase_binding,GO:0019933:cAMP-mediated_signaling,GO:0030168:platelet_activation,GO:0030297:transmembrane_receptor_protein_tyrosine_kinase_activator_activity,GO:0033198:response_to_ATP,GO:0035556:intracellular_signal_transduction,GO:0043274:phospholipase_binding,GO:0045202:synapse,GO:0046339:diacylglycerol_metabolic_process,GO:0046486:glycerolipid_metabolic_process,GO:0046834:lipid_phosphorylation,GO:0046872:metal_ion_binding,GO:0050731:positive_regulation_of_peptidyl-tyrosine_phosphorylation,GO:0051591:response_to_cAMP,GO:0070493:thrombin-activated_receptor_signaling_pathway,GO:0070528:protein_kinase_C_signaling,GO:0090181:regulation_of_cholesterol_metabolic_process,GO:0098793:presynapse,GO:0098794:postsynapse,GO:0098978:glutamatergic_synapse,GO:0140297:DNA-binding_transcription_factor_binding,GO:1900242:regulation_of_synaptic_vesicle_endocytosis,GO:1903432:regulation_of_TORC1_signaling,GO:2000064:regulation_of_cortisol_biosynthetic_process,GO:2000182:regulation_of_progesterone_biosynthetic_process"
rs56337234,4:1782676-1782676,-,-,-
rs78031527,4:6169503-6169503,JAKMIP1,ENSG00000152969,"GO:0003723:RNA_binding,GO:0005515:protein_binding,GO:0005737:cytoplasm,GO:0005856:cytoskeleton,GO:0005874:microtubule,GO:0008017:microtubule_binding,GO:0015031:protein_transport,GO:0015630:microtubule_cytoskeleton,GO:0016020:membrane,GO:0019900:kinase_binding,GO:0050811:GABA_receptor_binding,GO:0050890:cognition,GO:1990904:ribonucleoprotein_complex"
rs186775995,4:24259293-24259293,-,-,-
rs10517086,4:26083889-26083889,LINC02357,ENSG00000283314,-
rs337637,4:38602849-38602849,KLF3-AS1,ENSG00000231160,-
rs139881548,4:46372280-46372280,GABRA2,ENSG00000151834,"GO:0001505:regulation_of_neurotransmitter_levels,GO:0004888:transmembrane_signaling_receptor_activity,GO:0004890:GABA-A_receptor_activity,GO:0005216:ion_channel_activity,GO:0005230:extracellular_ligand-gated_ion_channel_activity,GO:0005231:excitatory_extracellular_ligand-gated_ion_channel_activity,GO:0005237:inhibitory_extracellular_ligand-gated_ion_channel_activity,GO:0005254:chloride_channel_activity,GO:0005515:protein_binding,GO:0005886:plasma_membrane,GO:0006811:ion_transport,GO:0006821:chloride_transport,GO:0006836:neurotransmitter_transport,GO:0007165:signal_transduction,GO:0007214:gamma-aminobutyric_acid_signaling_pathway,GO:0007268:chemical_synaptic_transmission,GO:0008503:benzodiazepine_receptor_activity,GO:0016020:membrane,GO:0016021:integral_component_of_membrane,GO:0022851:GABA-gated_chloride_ion_channel_activity,GO:0030424:axon,GO:0030425:dendrite,GO:0030594:neurotransmitter_receptor_activity,GO:0030659:cytoplasmic_vesicle_membrane,GO:0030672:synaptic_vesicle_membrane,GO:0031410:cytoplasmic_vesicle,GO:0032590:dendrite_membrane,GO:0034220:ion_transmembrane_transport,GO:0034707:chloride_channel_complex,GO:0042391:regulation_of_membrane_potential,GO:0042995:cell_projection,GO:0043005:neuron_projection,GO:0043025:neuronal_cell_body,GO:0045202:synapse,GO:0045211:postsynaptic_membrane,GO:0050877:nervous_system_process,GO:0051932:synaptic_transmission_-_GABAergic,GO:0060077:inhibitory_synapse,GO:0060078:regulation_of_postsynaptic_membrane_potential,GO:0060079:excitatory_postsynaptic_potential,GO:0097060:synaptic_membrane,GO:0098794:postsynapse,GO:0098982:GABA-ergic_synapse,GO:0099505:regulation_of_presynaptic_membrane_potential,GO:0099507:ligand-gated_ion_channel_activity_involved_in_regulation_of_presynaptic_membrane_potential,GO:0099634:postsynaptic_specialization_membrane,GO:1902476:chloride_transmembrane_transport,GO:1902711:GABA-A_receptor_complex,GO:1904315:transmitter-gated_ion_channel_activity_involved_in_regulation_of_postsynaptic_membrane_potential,GO:1904862:inhibitory_synapse_assembly"
